0 0.014648 0.006662
1 0.008351 0.004948
2 0.007425 0.004303
3 0.006927 0.004356
4 0.006676 0.004264
5 0.006504 0.004050
6 0.006403 0.004212
7 0.006317 0.004497
8 0.006264 0.004330
9 0.006219 0.004165
10 0.006181 0.004174
11 0.006145 0.004374
12 0.006087 0.004413
13 0.006031 0.004570
14 0.005999 0.004486
15 0.005960 0.004385
16 0.005955 0.004494
17 0.005934 0.004108
18 0.005926 0.004202
19 0.005900 0.004160
20 0.005857 0.004150
21 0.005864 0.004288
22 0.005800 0.004232
23 0.005814 0.004272
24 0.005764 0.004458
25 0.005750 0.004821
26 0.005724 0.004588
27 0.005713 0.004597
28 0.005710 0.004392
29 0.005647 0.004661
30 0.005555 0.003772
31 0.005505 0.004253
32 0.005599 0.003747
33 0.005559 0.003798
34 0.005516 0.003463
35 0.005512 0.003272
36 0.005417 0.004904
37 0.005394 0.003945
38 0.005285 0.003774
39 0.005266 0.004059
40 0.005176 0.003842
41 0.005120 0.004433
42 0.005143 0.003689
43 0.005077 0.003864
44 0.005104 0.004716
45 0.005005 0.003633
46 0.004962 0.004939
47 0.004876 0.003809
48 0.004845 0.004054
49 0.004779 0.004592
50 0.004748 0.004356
51 0.005554 0.003818
52 0.004778 0.006872
53 0.004688 0.004139
54 0.004562 0.003486
55 0.004565 0.003760
56 0.004495 0.003584
57 0.004493 0.003748
58 0.008260 0.008523
59 0.007625 0.004497
60 0.006496 0.006183
61 0.005446 0.005232
62 0.004686 0.003035
63 0.004444 0.003874
64 0.004368 0.004499
65 0.004221 0.003556
66 0.004373 0.004247
67 0.004129 0.003414
68 0.004290 0.003631
69 0.003973 0.003134
70 0.003960 0.003211
71 0.003945 0.003817
72 0.003908 0.003569
73 0.003816 0.003399
74 0.003834 0.003658
75 0.003783 0.004012
76 0.003700 0.003678
77 0.003695 0.003970
78 0.003624 0.005691
79 0.003548 0.003922
80 0.003550 0.004231
81 0.003411 0.004341
82 0.003391 0.004854
83 0.003364 0.005191
84 0.003335 0.005334
85 0.003299 0.005318
86 0.003228 0.004872
87 0.003151 0.005640
88 0.003292 0.005718
89 0.003193 0.005378
90 0.003040 0.005582
91 0.003018 0.005977
92 0.002985 0.005254
93 0.003007 0.005494
94 0.002921 0.004983
95 0.002867 0.005737
96 0.002826 0.006580
97 0.002836 0.006140
98 0.002793 0.005896
99 0.002732 0.004516
100 0.002815 0.006605
101 0.002714 0.006152
102 0.002678 0.005163
103 0.002571 0.006748
104 0.002578 0.005737
105 0.002533 0.006322
106 0.002503 0.006136
107 0.002471 0.005045
108 0.002457 0.005195
109 0.002509 0.006889
110 0.002361 0.005556
111 0.002347 0.004143
112 0.002296 0.006313
113 0.002510 0.006873
114 0.002293 0.004665
115 0.002299 0.005999
116 0.002169 0.005737
117 0.002169 0.005749
118 0.002182 0.005047
119 0.002114 0.005592
120 0.002092 0.004206
121 0.002080 0.004494
122 0.002062 0.004362
123 0.002015 0.004854
124 0.002022 0.004658
125 0.001938 0.004606
126 0.001988 0.005749
127 0.001974 0.006129
128 0.001876 0.005731
129 0.001866 0.006074
130 0.001854 0.003835
131 0.001801 0.003971
132 0.001807 0.002842
133 0.001785 0.004696
134 0.001738 0.003466
135 0.001705 0.004388
136 0.001769 0.004671
137 0.001702 0.003738
138 0.001689 0.005380
139 0.001654 0.005343
140 0.001691 0.004152
141 0.001625 0.005152
142 0.001598 0.005568
143 0.001631 0.003326
144 0.001608 0.004792
145 0.001579 0.006136
